,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,76.49977293507246,81.10734609885773,73.40743058338309,73.87098901534235,77.12344544424596,84.63318582927725,90.79211001239693,93.74942729213568,102.0043454211001
ci_average_revenue,0.0,13.572119763090491,8.062518180346082,8.290344747845369,10.214336219645414,14.996026142204538,17.619473587159096,18.745020261603084,20.99027390691163
ci_cap_H2_Electrolysis,0.0,0.0,0.02957759463581027,0.045089157497322487,0.00013348434320904157,0.03460095936494772,1.3782053675130186,0.31924307884294306,24.92696013013614
ci_cap_H2_Fuel_Cell,0.0,0.0,0.008352085515325573,0.012842171437467157,3.7403442043570985e-05,0.011168545776697883,0.5964067292362459,0.15258867813250693,18.532379985949955
ci_cap_adv_geothermal,0.0,0.0,0.0020173893590427513,0.0020076849791895134,4.386054445677552e-06,0.0009637431355903941,0.0009300788244400171,0.001004344550679584,0.0014649546587586046
ci_cap_allam_ccs,0.0,0.0,0.0032755169455729633,0.0036812134638505804,1.0203892787000523e-05,0.0034909393214217622,67.19130131193691,110.51357784045993,180.3686872954838
ci_cap_battery_charger,0.0,0.0,0.17176427878868444,50.52387028910871,159.07196569448396,286.98059038884463,228.6633307665405,168.54099319907945,45.59981877154609
ci_cap_battery_discharger,0.0,0.0,0.1753061645369898,51.56570376803815,162.35212809042287,292.89830779962836,233.3785101863454,172.01641280335852,46.54011526026448
ci_cap_onwind,0.0,714.7632330384442,437.8553532091099,436.2086486779566,432.16054996683147,420.47876978099583,403.31299406523505,367.4653266401658,403.0268689968531
ci_cap_solar,0.0,745.6086852023149,723.2331242073363,819.2188103422725,1042.6566151454117,1381.438756695484,1142.9686262384482,970.1241282951655,466.2835567444431
ci_capital_cost_adv_geothermal,0.0,0.0,1625.741529268411,1617.9211185616298,3.5345635338107426,776.6459320575104,749.5170744346316,809.3651522525062,1180.554272562031
ci_capital_cost_allam_ccs,0.0,0.0,794.3935979408134,892.7850036889045,2.474695517916104,846.6388340580551,16295546.775190964,26802266.689735718,43743852.60017552
ci_capital_cost_battery_inverter,0.0,0.0,4088.9116099961047,1202739.2497670099,3786766.444921183,6831678.1356391525,5443414.396435507,4012180.1151671736,1085520.398674281
